わく,"to well (up); to gush forth (of water); to spring out; to surge; to appear (esp. suddenly) (sweat, tears, etc.)",湧く,Godan verb with ku ending; intransitive verb
くむ,"to draw (water); to ladle; to dip up; to scoop up; to pour (into a cup); to drink (together); to consider (feelings, the situation, etc.)",汲む,Godan verb with mu ending; Transitive verb
こごえる,to freeze (of one's body); to be frozen; to become numb (with cold); to be chilled,凍える,Ichidan verb; intransitive verb
ぐうすう,even number,偶数,Noun; No-adjective
よっぱらい,drunkard,酔っ払い,Noun
まじる,to be mixed; to be blended with; to associate with; to mingle with,混じる,Godan verb with ru ending; intransitive verb
のり,paste; glue; clothing starch,糊,Noun
うりきれ,sold-out,売り切れ,No-adjective; Noun
はりがね,wire,針金,Noun; No-adjective
つりあう,to balance; to be in harmony; to be in equilibrium; to suit; to go well together; to be a good match,釣り合う,Godan verb with u ending; intransitive verb
うりきれる,to be sold out,売り切れる,Ichidan verb; intransitive verb
さびる,to rust; to become rusty,錆びる,Ichidan verb; intransitive verb
しじゅう,continuously; from beginning to end; from first to last,始終,Adverb; Noun
かしま,room to let; room for rent,貸間,Noun
ゆうだち,(sudden) evening shower (rain),夕立,Noun
まぶしい,dazzling; radiant,眩しい,I-adjective
ちゃくちゃく,steadily,着々,Adverb; Adverb taking the 'to' particle
ところどころ,here and there; some parts (of something); several places,所々,Adverbial noun; Temporal noun
かえす,to send (someone) back; to send (someone) home,帰す,Godan verb with su ending; Transitive verb
でこぼこ,unevenness; roughness; ruggedness; bumpiness; inequality; imbalance; unevenness; difference,凸凹,Noun; No-adjective; Na-adjective; Suru verb
あらい,rough; wild; violent; rude; immoderate; extravagant; reckless,荒い,I-adjective
ひっこむ,to draw back; to sink; to cave in; to be set back (e.g. from a road); to withdraw (e.g. from the public eye); to retire to (somewhere); to stay indoors,引っ込む,Godan verb with mu ending; intransitive verb
けいと,knitting wool; woollen yarn,毛糸,Noun; No-adjective
おおざっぱ,rough (as in not precise); broad; sketchy,大雑把,Na-adjective; Noun
にごる,"to become muddy; to become cloudy; to get impure (of a liquid, gas, etc.); to become dull (of a sound, color, etc.); to become hoarse",濁る,Godan verb with ru ending; intransitive verb
ほる,to carve; to engrave; to sculpt; to chisel; to tattoo,彫る,Godan verb with ru ending; Transitive verb
こうさ,crossing; intersection; (genetic) crossing over,交差,Noun; Suru verb
つるす,to hang; to hang up,吊るす,Godan verb with su ending; Transitive verb
すききらい,likes and dislikes; pickiness (about food); choosiness; fussiness,好き嫌い,Noun
とくばい,special sale,特売,Noun; Suru verb; No-adjective
つきあたる,"to run into; to collide with; to crash into; to bump against; to come to the end of (a street); to run into (difficulties, problems, etc.)",突き当たる,Godan verb with ru ending; intransitive verb
ちる,"to fall (e.g. blossoms, leaves); to scatter; to be dispersed; to disappear; to dissolve; to break up; to spread; to run; to blur; to die a noble death",散る,Godan verb with ru ending; intransitive verb
かたづく,to be put in order; to be put to rights; to be disposed of; to be solved; to be finished; to be married (off),片付く,Godan verb with ku ending; intransitive verb
まいど,each time; always; often; thank you for your continued patronage,毎度,Adverbial noun; Temporal noun
おさめる,to govern; to manage; to subdue,治める,Ichidan verb; Transitive verb
