かくれる,to hide; to be hidden; to conceal oneself; to disappear,隠れる,Ichidan verb; intransitive verb
ほう,law; act; principle; method; mood; dharma,法,Noun; Noun - used as a suffix
ほえる,to bark; to bay; to howl; to bellow,吠える,Ichidan verb; intransitive verb
ど,"degree (angle, temperature, scale, etc.); counter for occurrences; strength (of glasses); glasses prescription; alcohol content (percentage)",度,Noun; Noun - used as a suffix; Counter
うったえる,"to raise; to bring to (someone's attention); to appeal to (reason, emotions, etc.); to work on (one's emotions); to play on (one's sympathies)",訴える,Ichidan verb; Transitive verb
ふるえる,to shiver; to shake; to quake; to tremble,震える,Ichidan verb; intransitive verb
ひん,"elegance; grace; refinement; class; article; item; counter for items (of food, etc.); counter for dishes or courses (at a restaurant)",品,Noun; Suffix; Counter
なまける,to be idle; to slacken; to neglect (e.g. one's work),怠ける,Ichidan verb; intransitive verb; Transitive verb
のびる,"to stretch; to extend; to lengthen; to grow (of hair, height, grass, etc.); to straighten out; to be flattened; to become smooth",伸びる,Ichidan verb; intransitive verb
こおる,to freeze; to be frozen over; to congeal,凍る,Godan verb with ru ending; intransitive verb
ひろがる,to spread (out); to extend; to stretch; to reach to,広がる,Godan verb with ru ending; intransitive verb
ばっする,to punish; to penalize; to penalise,罰する,Suru verb - special class
あきる,to get tired of; to lose interest in; to be fed up with; to have enough,飽きる,Ichidan verb; Auxiliary verb; intransitive verb
よう,to get drunk; to become intoxicated; to feel sick (e.g. in a vehicle); to become nauseated; to be elated; to be exalted; to be spellbound; to be in raptures,酔う,Godan verb with u ending; intransitive verb
こい,"deep (colour); dark; strong (flavour, smell, etc.); thick (consistency); dense; strong (possibility, etc.); thick (i.e. ""as thick as thieves""); close",濃い,I-adjective
のぞく,to remove; to eliminate; to eradicate; to exclude; to except,除く,Godan verb with ku ending; Transitive verb
ろんじる,to discuss; to talk about; to deal with (a topic); to argue; to dispute; to take into consideration; to make an issue of,論じる,Ichidan verb; Transitive verb
ささえる,to support; to prop; to sustain; to underlay; to hold at bay; to stem; to check,支える,Ichidan verb; Transitive verb
ぬく,to pull out; to draw out; to extract; to unplug; to omit; to leave out; to go without; to skip; to do to the end; to carry through,抜く,Godan verb with ku ending; Transitive verb; Auxiliary verb
みちる,to be full; to wax (e.g. moon); to rise (e.g. tide); to mature; to expire,満ちる,Ichidan verb; intransitive verb
まじめ,serious; honest; sober; grave,真面目,Na-adjective; Noun
てきする,to fit; to suit,適する,Suru verb - special class; intransitive verb
くさい,stinking; smelly; suspicious; fishy; clumsy; unskilled; smelling of; looking like; appearing like; smacking of; -ish,臭い,I-adjective; Suffix
かげ,shade; shadow; other side; back; background,陰,Noun
とおりすぎる,to go past; to pass; to pass by,通り過ぎる,Ichidan verb; intransitive verb
とたん,"just (now, at the moment, etc.); just as; in the act of; as soon as",途端,Adverbial noun
ふる,to wave; to shake; to swing; to sprinkle; to throw (dice); to cast (actor); to allocate (work); to turn down (somebody); to reject; to jilt; to dump; to abandon,振る,Godan verb with ru ending; Transitive verb
のど,throat; singing voice,喉,Noun
まね,imitating; copying; mimicry; behavior; behaviour; action; conduct,真似,Noun; Suru verb
おさない,very young; childish; immature,幼い,I-adjective
ようじん,care; precaution; guarding; caution,用心,Noun; Suru verb
せい,nature (of a person); sex; gender; -ty; -ity; -ness; -cy,性,Noun; Suffix
ぬける,to come out; to fall out; to be omitted; to be missing; to fade; to discolour; to wear a hole (e.g. clothes); to leave (e.g. a meeting),抜ける,Ichidan verb; intransitive verb; Transitive verb
ふせぐ,to defend against; to protect against; to prevent; to avert; to avoid,防ぐ,Godan verb with gu ending; Transitive verb
ぎょうぎ,manners; behavior; behaviour,行儀,Noun
ものおと,sounds,物音,Noun
ひとしい,equal; identical; the same; no different (to); just like; equivalent,等しい,I-adjective
ねっちゅう,being enthusiastic about; being wild about; being absorbed in; being engrossed in,熱中,Noun; Suru verb
ゆずる,to hand over; to transfer; to turn over; to assign; to give up (e.g. one's seat); to give way; to yield; to concede; to give ground,譲る,Godan verb with ru ending; Transitive verb
はぶく,to omit; to leave out; to exclude; to eliminate; to curtail; to save; to cut down; to economize,省く,Godan verb with ku ending; Transitive verb
じょうたつ,"improvement (e.g. in skill, ability); advance; progress; communication of opinions of the general populace to those of high rank",上達,Noun; Suru verb
ながめ,scene; view; prospect; outlook,眺め,Noun
さからう,to go against; to oppose; to disobey; to defy,逆らう,Godan verb with u ending; intransitive verb
きのどく,pitiful; unfortunate; poor; miserable; unpardonable; regrettable,気の毒,Na-adjective; Noun
とりあげる,"to pick up; to adopt (e.g. a proposal); to accept; to take up (a topic, complaint, etc.); to listen to; to take away; to confiscate",取り上げる,Ichidan verb; Transitive verb
はなす,"to release; to let go; to free; to set free; to add (pieces of eggplant, potato, etc.) to water, broth, etc.",放す,Godan verb with su ending; Transitive verb
もうしこむ,to apply for; to make an application; to propose (marriage); to offer (mediation),申し込む,Godan verb with mu ending; Transitive verb
しめる,to occupy; to hold; to account for; to make up; to take up,占める,Ichidan verb; Transitive verb
ます,to increase; to grow,増す,Godan verb with su ending; intransitive verb; Transitive verb
いちどに,all at once,一度に,Adverb
ひとりひとり,one by one; each; one at a time,一人一人,Temporal noun; Suffix
かわいらしい,lovely; sweet,可愛らしい,I-adjective
つめる,to stuff into; to jam; to cram; to pack; to shorten; to move closer together; to reduce (spending); to conserve; to focus intently on,詰める,Ichidan verb; Transitive verb; intransitive verb; Auxiliary verb
さつ,banknote; bill; note; paper money,札,Noun; Noun - used as a suffix
くるう,to go mad; to lose one's mind; to go crazy; to go insane; to get out of order; to go amiss; to malfunction; to become imprecise,狂う,Godan verb with u ending; intransitive verb
まいご,lost child; lost person; stray child; missing child,迷子,Noun
ぞう,elephant (Elephantidae spp.),象,Noun
なま,raw; uncooked; fresh; natural; as it is; unedited; unprocessed; unprotected (sex); live (i.e. not recorded); inexperienced; unpolished; green; crude; impudence; sauciness,生,No-adjective; Noun; Prefix
しんけん,serious; earnest; real sword (as opposed to unsharpened or wooden practice weapon),真剣,Na-adjective; Noun
