ほうたい,bandage; dressing,包帯,Noun; Suru verb; No-adjective
ききん,famine; drought; shortage; crop failure,飢饉,Noun
こしょう,pepper,胡椒,Noun
れんが,brick,煉瓦,Noun
ちょっかく,right angle; perpendicular,直角,Noun; Na-adjective; No-adjective
さび,rust,錆,Noun
めいしん,superstition; superstitious belief,迷信,Noun; No-adjective; Suru verb
しつれん,disappointed love; broken heart; unrequited love; being lovelorn,失恋,Noun; Suru verb
まちあいしつ,waiting room,待合室,Noun
くし,comb,櫛,Noun
めいし,noun,名詞,Noun
じょうはつ,evaporation; disappearance (of people intentionally concealing their whereabouts); unexplained disappearance,蒸発,Noun; Suru verb; No-adjective
まわりみち,detour; diversion,回り道,Noun; Suru verb
しょうりゃく,omission; abbreviation; abridgment; abridgement,省略,Noun; Suru verb
せんぷうき,electric fan,扇風機,Noun
けいようし,adjective; i-adjective (in Japanese),形容詞,Noun
くず,waste; scrap; garbage; dregs; scum; piece of trash; loser,屑,Noun
さいほう,sewing; needlework,裁縫,Noun; Suru verb
せいほうけい,square,正方形,Noun; No-adjective
ふくし,adverb,副詞,Noun; No-adjective
ひとさしゆび,index finger; forefinger,人差し指,Noun
そば,buckwheat (Fagopyrum esculentum); soba; Japanese buckwheat noodles,蕎麦,Noun
じょうぎ,(measuring) ruler,定規,Noun
しょうぼうしょ,fire station,消防署,Noun
けいこうとう,fluorescent lamp; fluorescent light; person who is slow to react; someone slow on the uptake,蛍光灯,Noun
じんぶんかがく,humanities; social sciences; liberal arts,人文科学,Noun; No-adjective
ちょうほうけい,rectangle; oblong,長方形,Noun; No-adjective
たいせき,capacity; volume,体積,Noun
けいご,honorific; term of respect; polite expression; honorific language,敬語,Noun
ざぶとん,zabuton (flat floor cushion used when sitting or kneeling; usu. rectangular),座布団,Noun
かっこ,parentheses; brackets,括弧,Noun; Suru verb; No-adjective
じかんわり,timetable (esp. a weekly school timetable); schedule,時間割,Noun
けいど,longitude,経度,Noun
やじるし,arrow (symbol),矢印,Noun
かいすいよく,swimming in the ocean; sea bathing; seawater bath; going for a dip in the ocean,海水浴,Noun
くすりゆび,ring finger; fourth finger,薬指,Noun
ふくしゃ,copying; duplication; reproduction; copy,複写,Noun; Suru verb
ふろしき,wrapping cloth; cloth wrapper,風呂敷,Noun
はだぎ,underwear; underclothes; lingerie; chemise,肌着,Noun
べんじょ,toilet; lavatory; water closet; restroom,便所,Noun
おんたい,temperate zone,温帯,Noun
げた,geta; Japanese wooden clogs; turn (in set-type proofing); upside-down character,下駄,Noun
しょうじ,shoji (paper sliding door),障子,Noun
ふんすい,water fountain,噴水,Noun
てあらい,"washing one's hands; water (or basin, etc.) for washing one's hands; restroom; lavatory; toilet; hand-washing (laundry, etc.)",手洗い,Noun
すいとう,canteen; flask; water bottle; thermos,水筒,Noun
ねじ,"screw; key (of a clock, watch, etc.); spring (of a clock, watch, etc.)",螺子,Noun
さがす,"to search (for something desired, needed); to look for; to search (for something lost); to seek (a suspect in a crime)",探す,Godan verb with su ending; Transitive verb
よろこぶ,to be delighted; to be glad; to be pleased; to congratulate; to gratefully accept,喜ぶ,Godan verb with bu ending
