ひとじち,hostage,人質,Noun
しゅうえき,earnings; proceeds; returns; revenue,収益,Noun
れんぽう,commonwealth; federation of states; confederation; union,連邦,Noun; No-adjective
きげき,comedy; funny show,喜劇,Noun; No-adjective
かんせん,infection; contagion,感染,Noun; Suru verb; No-adjective
はんぱつ,opposition; rebellion; revolt; resistance; rebounding; recoiling; repulsion; rally (e.g. in stock prices); recovery,反発,Noun; Suru verb
きょうはく,threat; menace; coercion; terrorism,脅迫,Noun; Suru verb
かちく,domestic animals; livestock; cattle,家畜,Noun
しんぴ,mystery; mysteriousness; secret,神秘,Noun; Na-adjective; No-adjective
あんさつ,assassination,暗殺,Noun; Suru verb
もけい,model; dummy; maquette,模型,Noun; No-adjective
さいぼう,"cell; cell (in an organization, esp. a communist party)",細胞,Noun
ていぼう,bank; weir; embankment; levee,堤防,Noun; Suru verb
せいけん,(political) administration; political power,政権,Noun
せんりょう,occupying; having (an area) all to oneself; military occupation; possession; capture; seizure,占領,Noun; Suru verb
しゃめん,slope; slanting surface; bevel,斜面,Noun
しょうにん,witness,証人,Noun
かいろ,circuit (electric); cycle (e.g. Krebs cycle),回路,Noun
てんたい,heavenly body; celestial body; astronomical object,天体,Noun; No-adjective
さぎ,fraud; swindle; graft; cheating,詐欺,Noun; No-adjective
くんしゅ,ruler; monarch; sovereign,君主,Noun; No-adjective
ききん,fund; foundation,基金,Noun; No-adjective
しぼう,fat; grease; blubber; lard,脂肪,Noun
かへい,money; currency; coinage,貨幣,Noun; No-adjective
おりもの,textile; fabric,織物,Noun
どうちょう,sympathy; agreement with; alignment; conformity,同調,Noun; Suru verb
ほんしつ,essence; true nature; substance; reality,本質,Noun; No-adjective
ちゅうりつ,neutrality,中立,Noun
みだれる,to be disordered; to be disarranged; to be disarrayed; to be disheveled; to be discomposed; to be upset; to get confused; to be disturbed,乱れる,Ichidan verb; intransitive verb
むこう,invalid; void; ineffective; unavailable,無効,No-adjective; Na-adjective; Noun
えり,collar; lapel; neckband; neck; nape of the neck; scruff of the neck,襟,Noun
よくあつ,check; restraint; oppression; suppression,抑圧,Noun; Suru verb
は,edge (of a knife or sword); prong (of an electrical plug),刃,Noun
せいさん,settlement (financial); squaring accounts; clearing debts; liquidation; ending (a relationship); breaking up (with); burying (the past),清算,Noun; Suru verb
げり,diarrhea; diarrhoea,下痢,Noun; Suru verb
きょういん,teacher; instructor; teaching staff; faculty member,教員,Noun
しょうめい,illumination; lighting,照明,Noun; Suru verb; No-adjective
きょうせい,compulsion; coercion; forcing (to do); enforcement,強制,Noun; Suru verb
ぜんてい,condition; assumption; prerequisite; hypothesis; intention; intent; aim; goal; premise (in logic),前提,Noun
さくせん,tactics; strategy; military operation; naval operation,作戦,Noun
かいじょ,cancellation; rescinding; release; calling off,解除,Noun; Suru verb
ぼち,cemetery; graveyard,墓地,Noun
ちょうり,cooking; food preparation,調理,Noun; Suru verb
わく,frame; framework; border; box; limit; restriction; quota,枠,Noun; Noun - used as a suffix
ぎょせん,fishing boat,漁船,Noun
しよう,way; method; means; resource; (technical) specification,仕様,Noun
しかく,sense of sight; vision,視覚,Noun; No-adjective
ぎきょく,play; drama,戯曲,Noun; No-adjective
かんりょう,bureaucrat; government official; bureaucracy,官僚,Noun
はんしゃ,reflection; reverberation; reflex; reflexes,反射,Noun; Suru verb
ちょうかく,the sense of hearing,聴覚,Noun; No-adjective
はんきょう,echo; reverberation; repercussion; reaction; response; influence,反響,Noun; Suru verb
きんこう,equilibrium; balance,均衡,Noun; Suru verb
ざい,fortune; riches; goods; incorporated foundation,財,Noun; Noun - used as a suffix
きょうい,wonder; miracle; amazement; prodigy,驚異,Noun; No-adjective
ぶんし,numerator; molecule; member; element,分子,Noun; No-adjective
そう,monk; priest; sangha (the Buddhist community),僧,Noun
えいぞう,image (on a screen); picture (e.g. on a TV); video; film; footage; reflection; image (in one's mind); mental picture,映像,Noun
けっしょう,"crystal; crystallization; crystallisation; fruits (of labor, union, etc.)",結晶,Noun; Suru verb
なまり,lead (Pb),鉛,Noun
ますい,anaesthesia; anesthesia,麻酔,Noun; No-adjective
