,あくどい,"1. gaudy, showy, excessive, 2. vicious"
,あっさり,"easily, readily, quickly"
,あべこべ,"contrary, opposite, inverse"
,あやふや,"uncertain, vague, ambiguous"
,あら,"oh, ah, saw-edged perch (Niphon spinosus)"
,あられ,"kind of cookie, cartoon character"
,いく,"to come, to orgasm"
,いざ,"now, come (now), well, crucial moment"
,いっそ,"rather, sooner, might as well"
,いやに,"awfully, terribly"
,うんざり,"tedious, boring, being fed up with"
,えい,ray (fish)
,おおい,hey!
,おっかない,"frightening, huge"
,おどおど,"coweringly, hesitantly"
,がっくり,heartbroken
,がっしり,"firmly, solidly, tough"
,がっちり,"solidly built, tightly, shrewd, calculating"
,がる,feel
,きちっと,"exactly, perfectly"
,きっかり,"exactly, precisely"
,きっちり,"precisely, tightly"
,きっぱり,"clearly, plainly, distinctly"
,くっきり,"distinctly, clearly, boldly"
,ぐっと,"firmly, fast, much, more"
,ぐらい,approximately
,けれど,"but, however"
,げっそり,"being disheartened, losing weight"
,こだわる,"to fuss over, to be particular about, to be concerned about"
,さっと,"quickly, suddenly"
,さん,Mr or Mrs
,し,"10^24 (kanji is JIS X 0212 kuten 4906), septillion (American), quadrillion (British)"
,しいんと,"silent (as the grave), (deathly) quiet"
,しくじる,"to fail, to fall through, to blunder"
,しぶとい,"tenacious, stubborn"
,しまった,Damn it!
,しょっちゅう,"always, constantly"
,じっくり,"deliberately, carefully"
,すばしこい,"nimble, smart, quick"
,すんなり,"pass with no objection, slim, slender"
,ずばり,"decisively, decidedly, once and for all, unreservedly, frankly"
,ずらっと,"in a line, in a row"
,ずるずる,"sound or act of dragging, loose, inconclusive but unwanted situation, trailingly"
,ずれ,"gap, slippage"
,ずれる,"to slide, to slip off"
,ぞんざい,"rude, careless, slovenly"
,たった,"only, merely, but, no more than"
,だぶだぶ,"loose, baggy"
,だらけ,implying (negatively) that something is full of e.g. mistakes
,ちやほや,"pamper, make a fuss of, spoil"
,ちょくちょく,"often, frequently, now and then, occasionally"
,ちらっと,"at a glance, by accident"
,てっきり,"surely, certainly, beyond doubt"
,てんで,"(not) at all, altogether, entirely"
,でかい,huge
,と,"1. if (conjunction), 2. promoted pawn (shogi) (abbr)"
,とんだ,"terrible, awful, serious, preposterous, absolutely not"
,どうにか,"in some way or other, one way or another"
,どうやら,"it seems like, somehow or other"
,なんか,"things like ..., or something like that .. (often derogatory)"
,なんだかんだ,something or other
,ばてる,"to be exhausted, to be worn out"
,ひょっと,"possibly, accidentally"
,びっしょり,"wet through, drenched"
,びり,"last on the list, at the bottom"
,ふんだん,"plentiful, abundant, lavish"
,ぶかぶか,"too big, baggy"
,ぶらぶら,"dangle heavily, swing, sway to and fro, aimlessly, idly, lazily, loiter, loaf, be idle, stroll idly"
,ぺこぺこ,"fawn, be very hungry"
,ほっと,feel relieved
,ぼつぼつ,"gradually, here and there, spots, pimples"
,ぼやく,"to grumble, to complain"
,ぼやける,"to become dim, to become blurred"
,まごつく,"to be confused, to be flustered"
,もろに,"completely, all the way"
,ややこしい,"puzzling, tangled, complicated, complex"
,ゆとり,"reserve, affluence, room, time (to spare)"
,アイデア,idea
,アクセル,accelerator
,アップ,up
,アプローチ,approach (in golf)
,アマチュア,amateur
,アラブ,Arab
,アルカリ,alkali
,アルミ,"aluminum (Al), aluminium"
,アワー,hour
,アンケート,"(fr:) (n) questionnaire (fr: enquete), survey"
,アンコール,encore
,イエス,"Jesus, yes"
,インターチェンジ,interchange
,インターナショナル,international
,インターフォン,intercom
,インテリ,"egghead, intelligentsia"
,インフォメーション,information
,インフレ,inflation
,ウェートレス,waitress
,エアメール,air mail
,エレガント,elegant
,エンジニア,engineer
,オーケー,OK
,オートマチック,automatic
,オープン,open
,オリエンテーション,orientation
,オレンジ,an orange
