,あいかわらず,"as ever,as usual,the same"
,アイデア/アイディア,idea
,あいまい,"vague,ambiguous"
,あかんぼう,baby
,あきれる,"to be amazed,to be shocked"
,アクセント,accent
,あくび,yawn
,あげる (=やる),to do for
,あたりまえ,"usual,common,ordinary"
,あちらこちら,here and there
,あてはまる,"to be applicable,to come under (a category),to fulfill"
,あてはめる,"to apply,to adapt"
,あぶる,to scorch
,あふれる,"to flood,to overflow,to brim over"
,あらすじ,"outline,summary"
,あれこれ,"one thing or another,this and that,this or that"
,あわただしい,"busy,hurried,confused,flurried"
,あわてる,to become confused
,アンテナ,antenna
,いきなり,"(uk) abruptly,suddenly,all of a sudden,without warning"
,イコール,equal
,いちいち,"one by one,separately"
,いってらっしゃい,have a good day; take care; see you
,いつのまにか,"before one knows,unnoticed,unawares"
,いよいよ,"more and more,all the more,increasingly,at last,beyond doubt"
,インキ,ink
,インタビュー,interview
,ウーマン,woman
,ウール,wool
,ウエートレス,waitress
,うっかり,"carelessly,thoughtlessly,inadvertently"
,うどん,noodles (Japanese)
,うろうろ,"loiteringly,aimless wandering"
,うんと,"a great deal,very much"
,ええと,"let me see,well,er...."
,エチケット,etiquette
,エプロン,apron
,オイル,"oil,engine oil,kerosene"
,オーケストラ,orchestra
,おおざっぱ,"rough (not precise),broad,sketchy"
,オートメーション,automation
,オーバーコート,overcoat
,おかけください,please sit down; please have a seat
,おかげさまで,"Thanks to god,thanks to you"
,おかず,"side dish,accompaniment for rice dishes"
,おくさん,"(hon) wife,your wife,madam"
,おさきに,"before,ahead,previously"
,おしゃれ,"smartly dressed,someone smartly dressed,fashion-conscious"
,おじゃまします,Excuse me for disturbing you
,おだいじに,Take care of yourself
,おどかす,"to threaten,to coerce"
,おととい,day before yesterday
,おととし,year before last
,おとなしい,"obedient,docile,quiet"
,おねがいします,please
,おはよう,(abbr) Good morning
,おまたせしました,Sorry to have kept you waiting
,おまちください,Please wait a moment
,おまちどおさま,Sorry to have kept you waiting
,おめでたい,"happy event,matter for congratulation,auspicious event,pregnancy"
,おやすみ,"(1) holiday,absence,rest,(2) (exp) Good night"
,おやつ,"(1) between meal snack,afternoon refreshment"
,オルガン,organ
,カーブ,"(1) curve,(2) curve ball (baseball)"
,かしこまりました,certainly!
,かじる,"to chew,to bite (at),to gnaw,to nibble"
,カセット,cassette (tape)
,カバー,cover (ex. book)
,ガム,chewing gum
,かゆい,"itchy,itching"
,カラー,"collar,color,colour"
,からかう,"to ridicule,to tease,to banter with,to make fun of"
,かるた,(n) playing cards (pt: carta)
,カロリー,calorie
,かわいがる,"to love,to be affectionate"
,きっかけ,"chance,start,cue,excuse"
,ぎっしり,"tightly,fully"
,ギャング,gang
,キャンパス,campus
,クーラー,"cooler,air conditioner"
,くしゃみ,sneeze
,くたびれる,"to get tired,to wear out"
,くだらない,"good-for-nothing,stupid,trivial,worthless"
,くっつく,"to adhere to,to keep close to"
,くっつける,to attach
,くどい,"verbose,importunate,heavy (taste)"
,クリーニング,"cleaning,dry cleaning,laundry service"
,くるむ,"to be engulfed in,to be enveloped by,to wrap up"
,くれぐれも,"repeatedly,sincerely,earnestly"
,コース,course
,コーラス,chorus
,ごくろうさま,Thank you very much for your....
,こしらえる,"to make,to manufacture"
,ごちそうさま,feast
,こちらこそ,it is I who should say so
,コック,"(1) cook (nl:),(2) tap,spigot,faucet,cock"
,こっそり,"stealthily,secretly"
,こないだ,"the other day,lately,recently"
,こぼす,to spill
,こぼれる,"to overflow,to spill"
,ゴム,"gum,rubber,eraser"
,ごめんください,May I come in?
